Date,Market,Risk Free,Small,Big,High B/M,Low B/M,Winner,Loser
,Mkt,Rf,S,B,H,L,U,D
195701,-3.21,0.27,0.74,-3,0.15,-2.18,-2.64,0.47
195702,-1.87,0.24,-2.96,-2.15,-2.85,-2.35,-2.59,-2.9
195703,2.41,0.23,2.3,2.09,2.06,2.36,1.93,2.13
195704,4.51,0.25,2.15,3.97,2.33,3.62,3.85,2.91
195705,3.66,0.26,1.98,3.09,1.68,3.74,3.1,2.61
195706,-0.51,0.24,-0.25,-0.56,0.1,-0.06,-0.22,-1.01
195707,0.89,0.3,0.47,0.82,0.55,0.66,0.49,0.36
195708,-5,0.25,-4.74,-4.91,-5.47,-5.27,-5.58,-5.97
195709,-5.76,0.26,-5.63,-5.74,-5.75,-6.74,-5.63,-6.23
195710,-4.11,0.29,-7.44,-4.87,-7.94,-5.95,-5.49,-7.31
195711,2.55,0.28,1.9,1.47,0.2,3.12,3.25,1.97
195712,-3.74,0.24,-4.85,-4.05,-5.64,-4.07,-1.65,-9.42
195801,4.99,0.28,11.24,7.08,11.78,7.49,5.02,12.66
195802,-1.41,0.12,-0.79,-1.56,-1.44,-1.59,0.42,-3.34
195803,3.38,0.09,4.22,3.32,3.29,4.53,4.06,6
195804,3.08,0.08,2.94,3.78,4.88,3.19,3.62,1.77
195805,2.46,0.11,4.88,2.81,4.03,4.2,2.78,4.64
195806,2.95,0.03,2.75,2.97,3,2.6,2.75,3.62
195807,4.49,0.07,5.75,5.36,7.42,4.21,2.7,6.29
195808,1.91,0.04,3.52,2.29,3.31,2.97,2.74,2.53
195809,4.86,0.19,5.79,5.88,8.27,5.02,4.68,5.81
195810,2.75,0.18,4.26,2.9,3.13,5,5.26,2.08
195811,3.05,0.11,5.25,3.27,4.16,5.35,4.63,3.05
195812,5.29,0.22,3.19,5.25,3.62,3.81,4.28,5.02
195901,0.92,0.21,5.12,2.02,4.84,1.94,2.49,2.71
195902,1.13,0.19,3.02,1.47,2.51,1.71,3.89,0.5
195903,0.45,0.22,1.78,0.32,1.06,1.3,1.03,0.9
195904,3.79,0.2,3.09,3.69,3.05,4.35,5.09,1.95
195905,1.95,0.22,0.33,2.3,2.66,0.76,2.3,0.8
195906,0.06,0.25,1.37,0.7,1.95,0.76,1.89,-1.03
195907,3.42,0.25,2.75,3.11,3.26,3.04,2.83,3.15
195908,-1.24,0.19,-1.89,-0.94,-1.43,-1.66,-2.52,-1.56
195909,-4.49,0.31,-4.66,-4.57,-4.7,-5.18,-4.48,-5.3
195910,1.57,0.3,2.59,1.14,0.65,2.73,4.17,0.68
195911,1.85,0.26,2.18,0.86,0.16,3.5,2.86,0.56
195912,2.8,0.34,2.68,3.25,3.16,3.22,2.96,2.01
196001,-6.64,0.33,-3.97,-6.07,-4.33,-6.92,-6.99,-3.57
196002,1.42,0.29,1.49,0.74,-0.43,1.74,2.62,-1.28
196003,-1.28,0.35,-3,-2.28,-4.35,-1.73,-1.33,-2.81
196004,-1.53,0.19,-1.77,-2.03,-3.04,-0.85,-0.57,-3.41
196005,3.4,0.27,3.16,1.8,1.04,4.89,5.13,0.33
196006,2.3,0.24,2.15,2.36,2.16,2.5,2.54,1.58
196007,-2.27,0.13,-1.99,-1.64,-1.31,-3.2,-2.41,-1.6
196008,3.23,0.17,3.21,3,3.32,2.43,4.9,3.04
196009,-5.86,0.16,-6.5,-5.47,-5.76,-7.13,-5.93,-6.23
196010,-0.48,0.22,-3.67,0.02,-0.84,-3.15,-1.66,-2.92
196011,4.85,0.13,5.01,4.51,3.5,6.57,6.93,3.27
196012,4.85,0.16,3.45,4.81,3.12,3.94,5.08,3.62
196101,6.39,0.19,8.31,7.58,9.9,6.19,5.57,9.59
196102,3.7,0.14,6.98,3.24,4.98,5.75,6.37,5.35
196103,3.06,0.2,6.35,2.72,4,5.29,6.51,2.45
196104,0.57,0.17,1.1,1.11,2.36,0.41,2.01,-1.47
196105,2.58,0.18,4.53,2.48,3.77,3.35,2.9,4.46
196106,-2.85,0.2,-5.36,-2.84,-4.32,-4.1,-4.04,-4.3
196107,2.99,0.18,0.78,2.59,1.18,1.55,2.13,1.88
196108,2.69,0.14,0.69,2.51,1.73,1.92,2.82,1.21
196109,-2,0.17,-3.83,-2.6,-3.51,-3.01,-2.27,-3.02
196110,2.74,0.19,1.25,3.12,1.64,1.26,3.78,0.59
196111,4.54,0.15,5.47,4.39,4.38,5.38,5.46,4.14
196112,0.07,0.19,-0.51,0.6,1.16,-1.24,-1.57,0.68
196201,-3.62,0.24,-0.26,-2.14,1.41,-3.73,-3.38,-1.33
196202,1.95,0.2,0.88,2.2,2.05,0.96,0.36,1.32
196203,-0.47,0.2,-0.76,-0.93,-1.41,-0.59,0.13,-1.7
196204,-6.35,0.22,-7.18,-6.11,-6.48,-7.19,-6.01,-8.89
196205,-8.47,0.24,-10.36,-7.3,-7.78,-10.33,-9.35,-9.69
196206,-8.26,0.2,-8.44,-7.51,-6.79,-9.92,-6.06,-12.47
196207,6.55,0.27,7.18,5.62,4.99,8.67,6.59,5.86
196208,2.34,0.23,3.47,2.27,2.48,3.62,2.77,3.36
196209,-5.02,0.21,-7.19,-4.65,-5.33,-6.64,-4.13,-8.09
196210,0.22,0.26,-3.44,0.54,-0.81,-2.21,-1.37,-2.09
196211,11.01,0.2,14.14,11.67,14.03,13.08,10.1,17.25
196212,1.19,0.23,-2.45,1.43,-0.81,-1.08,2.26,-3.55
196301,5.18,0.25,8.6,5.48,8.68,6.29,6.29,8.4
196302,-2.19,0.23,-1.53,-1.82,-0.66,-2.78,-0.67,-3.17
196303,3.29,0.23,1.36,3.97,3.66,1.84,3.58,2
196304,4.74,0.25,3.87,5.06,5.41,4.44,4.39,4.46
196305,2.01,0.24,3.35,2.35,4.57,1.95,3.56,3.19
196306,-1.8,0.23,-1.66,-1.37,-1.01,-1.91,-0.86,-2.05
196307,-0.17,0.27,-0.92,-0.48,-1.46,-0.52,-0.46,-1.45
196308,5.27,0.25,4.84,5.85,6.64,4.88,5.99,4.91
196309,-1.19,0.27,-1.79,-1.49,-1.82,-1.96,-2.01,-2.15
196310,2.77,0.29,1.79,2.39,2.32,2.49,4.05,0.91
196311,-0.55,0.27,-1.53,-0.41,-0.02,-1.55,-2.05,-1.29
196312,2.17,0.29,0.37,2.35,1.16,1.17,1.38,-0.31
196401,2.58,0.3,2.45,2.66,3.12,1.78,2.48,1.38
196402,1.72,0.26,2.59,2.55,4.34,1.5,2.31,2.07
196403,1.76,0.31,3.28,2.3,4,0.75,2.77,2.06
196404,0.46,0.29,-1.18,0.26,-1.09,-0.6,-0.14,0.46
196405,1.74,0.26,1.22,2.24,3,1.16,2.74,0.18
196406,1.51,0.3,1.56,1.77,2.13,1.58,1.61,1.13
196407,2.01,0.3,2.2,2.17,2.41,1.51,2.3,2.62
196408,-1.13,0.28,-1.03,-1.05,-1.23,-1.41,-1.05,-0.84
196409,3.05,0.28,3.43,3.94,4.78,2.91,3.59,3.97
196410,0.89,0.29,1.52,1.15,1.68,0.81,1.28,1.1
196411,0.31,0.29,-0.21,-0.73,-1.75,0.08,0.51,-0.59
196412,0.37,0.31,-0.67,-0.44,-1.8,0.76,-0.58,0.13
196501,3.86,0.28,6.54,3.95,5.75,5.24,4.31,5.62
196502,0.69,0.3,3.81,0.48,2.32,2.01,2.44,2.16
196503,-0.97,0.36,1.08,-0.68,1,-0.16,0.36,0.27
196504,3.37,0.31,4.39,3.12,4.17,3.49,5.53,2.99
196505,-0.44,0.31,-0.73,-0.81,-1.67,-0.26,-0.25,-0.78
196506,-5.19,0.35,-8.98,-4.91,-6.65,-7.02,-8.97,-5.84
196507,1.68,0.31,3.2,2.37,4.14,1.86,5.02,0.94
196508,3.09,0.33,5.54,2.73,3.8,4.82,6.07,3.5
196509,3.2,0.31,3.89,3.21,3.67,4.2,5.36,2.04
196510,2.93,0.31,5.99,3.41,5.91,4.6,6.43,2.99
196511,0.31,0.35,4.66,-0.16,2.17,2.31,4.85,0.43
196512,1.35,0.33,4.31,1.92,4.34,3.03,3.02,2.89
196601,1.21,0.38,5.66,1.76,5.6,2.08,6.83,1.44
196602,-0.86,0.35,3.65,-1.06,1.36,1.56,4.15,-0.39
196603,-2.09,0.38,-1.72,-2.77,-2.96,-1.02,-0.98,-2.33
196604,2.48,0.34,5.36,1.93,3.48,4.26,6.69,0.48
196605,-5.25,0.41,-9.97,-5.46,-8.6,-7.19,-9.83,-5.12
196606,-1.03,0.38,0.24,-0.81,-0.16,-0.69,1.54,-1.8
196607,-1.29,0.35,-1.47,-1.01,-0.73,-1.81,-2.01,-0.6
196608,-7.54,0.41,-10.49,-7.22,-8.98,-9.37,-10.19,-8.1
196609,-0.7,0.4,-1.53,-0.41,-1,-1.53,-2.47,-0.7
196610,4.23,0.45,-1.37,5.27,2.58,-0.29,-2.23,2.92
196611,1.75,0.4,4.86,0.6,0.89,5.36,6.86,1.13
196612,0.62,0.4,2.06,0.4,0.35,1.5,1.81,0.74
196701,8.55,0.43,17.15,8.78,14.77,12.9,10.77,17.53
196702,1.09,0.36,3.6,0.27,1.15,3.33,3.88,0.33
196703,4.34,0.39,6.08,4.3,5.3,5.18,6.05,4.62
196704,4.16,0.32,4.25,3.7,3.17,5.86,5.39,4.77
196705,-3.93,0.33,-1.59,-3.67,-2.38,-3.17,-2.55,-3.14
196706,2.69,0.27,8.54,2.72,6.39,5.37,8.91,2.87
196707,4.92,0.32,8.22,5.2,8.64,5.99,6.95,8.04
196708,-0.63,0.31,0.3,-0.21,0.75,-0.71,-1.14,0.29
196709,3.43,0.32,5.58,2.53,2.96,5.27,5.93,3.39
196710,-2.74,0.39,-2.12,-3.64,-4.57,-1.03,-0.01,-3.65
196711,0.79,0.36,0.66,0.43,-0.53,1.31,1.45,0.16
196712,3.37,0.33,8.79,3.24,6.18,6.29,7.27,4.03
196801,-3.63,0.4,1,-2.86,1.14,-3.61,-3.8,0.84
196802,-3.36,0.39,-5.73,-2.94,-4.24,-5.18,-6.39,-2.99
196803,0.51,0.38,-0.84,0.65,0.09,0.54,2.13,-1.06
196804,9.41,0.43,14.82,9.08,12.4,13.51,15.07,9.93
196805,2.7,0.45,8.99,2.56,6.99,6.26,7.99,4.26
196806,1.15,0.43,0.86,1.06,0.48,-0.29,0.07,1.98
196807,-2.2,0.48,-2.56,-1.24,0.35,-5.13,-3.64,-2.8
196808,1.8,0.42,3.95,1.71,3.51,2.57,3.58,1.7
196809,4.45,0.43,6.85,4.08,5.47,5.32,5.67,6.33
196810,0.9,0.44,1.04,1.42,2.26,-0.52,0.08,1.57
196811,5.85,0.42,7.77,5.51,6.22,6.93,8.28,6.61
196812,-3.39,0.43,-0.38,-3.81,-2.24,-2.23,-2.43,-2.54
196901,-0.67,0.53,-1.2,-0.43,-0.26,-1.77,-1.17,-1.01
196902,-5.36,0.46,-8.52,-4.73,-6.21,-7.07,-8.61,-6.13
196903,3.05,0.46,2.78,3.13,2.92,3.58,4.74,0.78
196904,2.05,0.53,1.4,2.17,2.18,2.13,2.23,1.06
196905,0.5,0.48,0.28,0.47,0.46,-0.19,0.78,-0.89
196906,-6.74,0.51,-11.41,-6.09,-8.86,-7.79,-10.01,-7.79
196907,-6.52,0.53,-9.29,-6.03,-6.68,-7.94,-8.05,-9.68
196908,5.15,0.5,5.36,4.59,3.16,6.99,7.1,4.96
196909,-2.26,0.62,-1.8,-2.98,-3.93,-0.63,-1.21,-3.7
196910,5.56,0.6,8.56,4.87,5.36,8.78,5.77,10.12
196911,-3.22,0.52,-5.68,-3.12,-5.03,-3.78,-2.58,-6.18
196912,-1.97,0.64,-5.55,-1.98,-5.46,-2.37,-2.03,-7.07
197001,-7.33,0.6,-4.48,-7.39,-4.08,-6.99,-6.55,-7.18
197002,5.67,0.62,4.15,6.53,7.14,3.33,4.99,4.88
197003,-0.47,0.57,-2.06,0.31,0.67,-3.62,-2.41,-2.13
197004,-10.53,0.5,-15.3,-9.16,-9.39,-15.7,-14.55,-13.85
197005,-6.43,0.53,-9.8,-5.42,-6.12,-9.38,-8.67,-5.98
197006,-5.11,0.58,-7.17,-5.11,-6.44,-6.98,-4.07,-9.86
197007,7.42,0.52,6.98,7.6,7.28,6.33,6.1,9.06
197008,5,0.53,6.65,5.05,6.33,5.21,3.51,10
197009,4.75,0.54,12.51,3.76,6.55,12.12,5.24,14.16
197010,-1.82,0.46,-5.78,-1.65,-3.37,-3.59,-0.3,-9.91
197011,5.04,0.46,1.7,5.69,4.44,2.84,4.8,1.93
197012,6.07,0.42,8.78,5.99,7.67,6.43,6.24,8.47
197101,5.2,0.38,11.97,4.55,8.94,7.5,6.13,12.71
197102,1.69,0.33,3.44,1.5,2.03,3.38,3.33,2.52
197103,4.48,0.3,6.2,3.67,3.34,7.17,5.04,6.25
197104,3.33,0.28,3.39,3.79,4.07,3.56,4.57,3.25
197105,-3.64,0.29,-4.9,-3.85,-4.73,-3.55,-4,-4.89
197106,0.31,0.37,-1.08,0.36,-1.07,0.88,1.22,-1.5
197107,-4.03,0.4,-5.63,-4.06,-5.1,-5.38,-6.26,-3.89
197108,4.25,0.47,4.81,4.59,6.69,4.8,6.2,2.69
197109,-0.5,0.37,-0.63,-1.02,-2.05,0.67,0.17,-1.92
197110,-4.07,0.37,-5.64,-3.91,-5.39,-4.94,-5.09,-5.55
197111,-0.13,0.37,-3.2,-0.43,-2.99,-1.06,-0.78,-2.25
197112,9.13,0.37,12.14,8.93,10.78,10.98,10.89,11.56
197201,2.84,0.29,8.83,2.62,7.78,5.8,5.66,5.42
197202,3.13,0.25,3.48,2.1,1.73,4.65,4.57,1.87
197203,0.87,0.27,0.18,0.39,-0.16,1.77,1.68,-1.24
197204,0.55,0.29,0.72,0.71,0.82,0.46,1.98,-0.89
197205,1.64,0.3,-1.98,0.83,-1.88,0.62,1.34,-1.83
197206,-2.09,0.29,-2.95,-3.1,-4.09,-2.29,-2.23,-4.17
197207,-0.43,0.31,-3.43,-0.53,-1.62,-2.19,-1.03,-3.78
197208,3.6,0.29,1.13,5.33,4.92,0.38,0.34,5.7
197209,-0.77,0.34,-3.14,-0.4,-1.55,-1.96,-1.29,-3.04
197210,0.87,0.4,-1.22,1.48,0.28,-0.96,-0.13,-0.85
197211,4.98,0.37,5.34,6.35,8.19,3.3,3.19,8.4
197212,1.12,0.37,-1.48,0.51,-1.38,0.87,1.94,-3.06
197301,-2.75,0.44,-5.61,-2.03,-2.52,-5.27,-3.5,-7.23
197302,-4.44,0.41,-8.25,-4.26,-5.34,-7.13,-6.68,-8.79
197303,-0.79,0.46,-2.73,0.17,0.03,-2.63,0.12,-3.51
197304,-5.18,0.52,-7.42,-3.26,-3.17,-8.93,-4.3,-10.66
197305,-2.45,0.51,-8.13,-2.04,-5.26,-5.32,-3.01,-10.1
197306,-0.86,0.51,-3.69,-0.67,-1.71,-3.15,-0.77,-5.09
197307,5.7,0.64,12.44,4.62,6.99,12.32,5.08,16.58
197308,-2.96,0.7,-4.4,-2.32,-2.49,-3.65,-2.66,-6.11
197309,5.39,0.68,9.69,6.76,8.78,6.69,5.96,13
197310,-0.04,0.65,-0.4,-0.12,0.48,-1.29,2.25,-4.5
197311,-12.07,0.56,-18.87,-11.14,-13.5,-17.63,-12.95,-21.6
197312,1.14,0.64,-2,3.26,2.19,-1.69,4.23,-6.07
197401,0.44,0.63,10.43,0.76,8.96,3.22,2.17,10.96
197402,0.24,0.58,0.82,0.74,1.98,-0.51,0.41,0.28
197403,-2.34,0.56,-0.28,-2.67,-1.11,-1.05,-2.39,-1.4
197404,-4.6,0.75,-5.19,-4.53,-3.94,-4.93,-4.73,-6.73
197405,-4.2,0.75,-7.2,-4.45,-6.6,-4.47,-6.85,-6.61
197406,-2.29,0.6,-2.32,-2.18,-1.93,-2.67,-1.66,-4.08
197407,-7.09,0.7,-4.67,-5.47,-2.85,-8.02,-4.58,-7.58
197408,-8.78,0.6,-8.37,-7.58,-7.22,-9.8,-7.08,-10.1
197409,-10.97,0.81,-8.62,-9.02,-7.22,-12.67,-7.55,-11.87
197410,16.56,0.51,9.96,13.39,7.85,17.97,14.46,14.98
197411,-4.1,0.54,-5.1,-3.7,-4.68,-4.55,-2.96,-5.19
197412,-2.7,0.7,-6.75,-1.97,-5.11,-5.08,-3.21,-6.15
197501,14.16,0.58,27.13,16.28,25.67,17.4,14.9,28.7
197502,5.84,0.43,4.47,4.3,2.84,7.36,4.92,5.5
197503,3.02,0.41,7.63,3.91,7.9,5.23,4.62,6.59
197504,4.65,0.44,4.33,4.79,4.83,6.27,5.5,4.04
197505,5.51,0.44,7.99,4.27,3.96,8.12,6.19,6.66
197506,5.15,0.41,7.01,6.17,7.14,5.52,6.21,6.15
197507,-6.04,0.48,-2.56,-5.21,-3.44,-5.08,-4.3,-4.74
197508,-2.36,0.48,-5.27,-2.04,-4.62,-3.5,-3.88,-3.73
197509,-3.8,0.53,-3.54,-3.6,-3.69,-4.02,-3.86,-4.2
197510,5.59,0.56,2.26,6.31,4.15,4.04,4.24,4.36
197511,3.12,0.41,2.48,3.63,4.02,2.15,2.37,2.83
197512,-1.1,0.48,-0.98,-0.03,0.24,-1.68,-1.16,-1.04
197601,12.6,0.47,19.42,14.52,21.43,12.97,17.51,13.04
197602,0.73,0.34,8.82,1.7,8.52,2.69,4.88,4.53
197603,2.68,0.4,1.41,2.88,1.99,2.09,1.89,1.71
197604,-1.04,0.42,-1.04,-0.93,-1.34,-1.28,-1.13,-1.64
197605,-0.94,0.37,-2.2,-0.95,-2.19,-0.71,-2.26,-1.14
197606,4.45,0.43,3.62,5.02,4.49,4.08,3.86,4.29
197607,-0.62,0.47,0.14,-0.16,0.6,-1.1,-0.86,-0.76
197608,-0.14,0.42,-2.06,0.05,-0.95,-1.98,-1.69,-0.83
197609,2.45,0.44,2.66,2.8,2.58,2.81,2.44,2.19
197610,-2.04,0.41,-2.1,-2.35,-2.81,-2.48,-2.71,-2.25
197611,0.54,0.4,3.57,1.33,3.07,1.4,3.54,0.61
197612,6.16,0.4,9.77,6.77,9.47,7.21,8.47,7.71
197701,-3.63,0.36,2.17,-2.69,1.5,-2.57,0.49,-3.47
197702,-1.58,0.35,-0.64,-1.72,-0.84,-1.47,-1.23,-1.61
197703,-0.92,0.38,0.5,-0.62,0.4,-0.69,-0.06,-0.55
197704,0.5,0.38,1.73,1.78,3.5,0.1,3.09,-1.15
197705,-1.08,0.37,0.09,-1.17,-0.34,-1.29,0.1,-1.93
197706,5.14,0.4,6.84,4.77,5.88,6.56,6.82,5.04
197707,-1.28,0.42,0.2,-1.92,-1.25,-0.73,-0.43,-0.76
197708,-1.34,0.44,-0.51,-2.09,-2.25,0.54,-1.55,0.2
197709,0.16,0.43,1.27,-0.03,0.07,0.4,1.4,-0.67
197710,-3.93,0.49,-2.52,-3.81,-2.38,-4.25,-3.49,-3.36
197711,4.54,0.5,7.95,4.23,6.49,6.25,7.56,5.33
197712,0.82,0.49,2.11,0.72,1.33,1.72,1.85,0.29
197801,-5.52,0.49,-2.83,-5.14,-2.22,-5.52,-4.81,-4.08
197802,-0.93,0.46,2.18,-1.39,0.34,-0.51,1.38,-0.53
197803,3.4,0.53,6.57,3.24,5.48,4.29,6.18,4.84
197804,8.28,0.54,8.04,7.77,6.84,10.43,9.36,8.52
197805,2.32,0.51,6.23,1.69,3.94,4.46,6.37,3.53
197806,-1.08,0.54,0.15,-1.51,-0.63,-1.18,1.02,-1.77
197807,5.67,0.56,5.82,5.58,5.68,6.91,8.54,4.31
197808,4.24,0.55,8.43,3.36,5.51,5.87,7.99,5.12
197809,-0.69,0.62,-0.91,-0.51,-0.31,-2.15,-2.76,0.39
197810,-11.1,0.68,-20.07,-10.15,-15,-16.51,-20.07,-11.68
197811,3.38,0.7,6.11,3,3.59,5.93,8.16,2.68
197812,1.77,0.78,2.32,1.04,0.78,2.99,2.95,-0.1
197901,4.95,0.77,8.6,5.06,8.07,5.98,6.56,7.82
197902,-2.68,0.73,-2.5,-2.96,-2.38,-3.53,-3.37,-2.29
197903,6.56,0.81,9.41,6.28,7.93,8.56,9.62,6.71
197904,0.85,0.8,2.64,0.48,2.02,0.89,2.07,1.25
197905,-1.36,0.82,-1.26,-1.52,-1.02,-2.21,-1.58,-1.21
197906,4.69,0.81,5.91,4.75,5.91,4.49,5.45,4.61
197907,1.5,0.77,3.03,1.74,3.08,1.19,1.55,2.62
197908,6.47,0.77,7.84,5.91,6.41,7.86,7.74,7.98
197909,0.14,0.83,-0.51,-0.14,-0.9,0.03,2.59,-2.74
197910,-7.27,0.87,-10.42,-7,-9.84,-7.92,-7.39,-9.54
197911,6.36,0.99,8.06,5.43,5.47,8.57,11.63,3.68
197912,2.82,0.95,6.19,2.03,3.57,5.65,7.05,2.29
198001,6.56,0.8,8.06,6.32,8.08,6.47,11.25,3.78
198002,0.1,0.89,-1.94,-0.12,-0.99,-1.65,3.49,-4.41
198003,-12.02,1.21,-17.47,-11,-15.25,-14.18,-18.89,-9.28
198004,5.23,1.26,6.09,5.23,6.01,4.95,6.14,6.57
198005,6.01,0.81,8,5.83,7.14,6.9,6.29,7.42
198006,3.77,0.61,4.63,3.04,3.36,4.38,5.29,3.7
198007,6.94,0.53,10.03,5.81,5.08,11.31,9.49,9.13
198008,2.36,0.64,5.74,1.8,2.7,5.43,5.91,2.71
198009,2.95,0.75,3.03,2.17,0.1,4.39,5.95,0.51
198010,2.01,0.95,3.75,1.31,1.11,3.66,6.17,-1.17
198011,10.5,0.96,6.49,10.14,4.23,11.79,16.15,0.94
198012,-3.44,1.31,-2.79,-2.69,-1.42,-3.53,-6.08,0.56
198101,-4.01,1.04,-0.26,-3.36,1.71,-4.82,-6.24,1.68
198102,1.55,1.07,1.55,1.79,2,1.03,0.61,2
198103,4.62,1.21,7.74,4,6.1,5.89,6.8,6.02
198104,-1.13,1.08,3.17,-1.14,2.34,0.02,-0.08,0.88
198105,1.36,1.15,3.08,1.05,2.22,2.79,4.15,0.42
198106,-1.02,1.35,-1.2,-0.25,0.89,-4.51,-4.53,1.37
198107,-0.31,1.24,-2.18,-0.05,-1.29,-0.58,-1.99,0.54
198108,-5.63,1.28,-6.86,-4.93,-3.63,-8.43,-6.95,-5.83
198109,-6.38,1.24,-7.37,-4.5,-3.12,-8.28,-6.11,-8.04
198110,6.02,1.21,7.67,5.42,5.1,9.18,8.76,4.7
198111,4.58,1.07,3.37,4.47,4.44,2.4,3.3,3.55
198112,-2.81,0.87,-1.55,-2.75,-1.9,-2.73,-2.06,-3.37
198201,-2.62,0.8,-3.04,-1.73,-0.18,-3.35,-1.99,-3.7
198202,-5.11,0.92,-3.67,-4.27,-1.34,-7.31,-2.61,-7.55
198203,-1.01,0.98,-0.43,-0.19,1.8,-2.12,0.52,-2.47
198204,4.33,1.13,5.47,3.92,3.36,6.17,4.78,5.19
198205,-2.82,1.06,-2.19,-2.66,-1.62,-3.48,-2.22,-4.76
198206,-2.39,0.96,-2.18,-1.8,-1.49,-3.05,-0.38,-5.38
198207,-2.05,1.05,-1.28,-2.18,-1.3,-1.6,0.18,-4.3
198208,11.9,0.76,8.17,12.47,10.48,9.61,9.3,12.82
198209,1.68,0.51,4.25,1.34,2.71,2.31,4.25,0.07
198210,11.86,0.59,13.42,11.18,10.39,14.33,13.16,13.12
198211,5.19,0.63,9.14,4.42,6.38,8.5,8.92,3.03
198212,1.45,0.67,1.18,1.26,1.27,1.19,1.57,1.54
198301,4.19,0.69,6.68,4.02,5.53,6.18,5.14,6.82
198302,3.02,0.62,5.78,2.78,4.47,3.93,5.77,1.97
198303,3.47,0.63,5.18,3.21,4.64,2.56,4.51,3.59
198304,7.42,0.71,7.81,7.33,7.38,6.82,8.92,7.11
198305,1.32,0.69,6.23,-0.06,2.65,3.94,3.79,5.27
198306,3.78,0.67,4.26,3.14,1.6,5.5,5.53,3.75
198307,-3.16,0.74,-1.88,-3.02,-0.06,-5.58,-4.59,-1.46
198308,0.35,0.76,-2.62,1.66,2.31,-2.83,-4.34,1.1
198309,1.61,0.76,2.29,1.58,2.23,1.68,1.2,1.31
198310,-2.8,0.76,-5.37,-1.58,-1.36,-6.26,-6.92,-2.36
198311,2.96,0.7,5.3,2.4,3.29,4.5,2.89,3
198312,-1.05,0.73,-1.52,-0.84,-0.36,-2.11,-0.76,-1.54
198401,-1.3,0.76,-0.89,-0.34,3,-4.86,-2.91,-0.39
198402,-3.91,0.71,-5.17,-3.46,-2.42,-5.82,-4.92,-5.09
198403,1.34,0.73,1.31,1.21,1.45,0.84,1.45,0.35
198404,0.25,0.81,-0.31,0.78,0.88,-0.35,0.82,-1.26
198405,-5.23,0.78,-5.23,-5.14,-5.11,-5.55,-4.55,-6.08
198406,2.34,0.75,2.83,2.78,1.66,4.89,2.05,2.74
198407,-2.06,0.82,-4.36,-1.71,-3.13,-3.33,-1.91,-4.84
198408,11.27,0.83,11.85,11.31,10.94,12.73,8.65,14.38
198409,0.04,0.86,0.01,0.16,2.59,-2.61,1.88,-1.78
198410,-0.01,1,-0.86,0.35,-0.28,-0.62,0.87,-2.36
198411,-1.07,0.73,-1.86,-0.84,0.32,-3.45,-0.99,-2.69
198412,2.37,0.64,1.98,2.52,2.14,2.46,2.53,1.03
198501,8.57,0.65,11.49,7.92,7.33,12.46,7.13,14.06
198502,1.69,0.58,2.07,1.72,1.86,1.78,2.71,0.9
198503,-0.17,0.62,-1.38,0.03,1.79,-2.53,0.11,-1.58
198504,-0.22,0.72,-0.59,-0.22,1.64,-2.02,0.66,-2.4
198505,5.58,0.66,3.87,6.09,4.17,5.33,5.91,1.94
198506,1.71,0.55,2.12,1.56,2.12,1.49,3.55,-0.09
198507,-0.03,0.62,2.19,-0.74,-0.22,1.67,-0.55,3.38
198508,-0.48,0.55,-0.63,-0.23,0.42,-1.78,0.24,-1.55
198509,-3.98,0.6,-5.38,-3.66,-4.45,-5.48,-4.26,-5.74
198510,4.44,0.65,3.41,5.02,4.4,3.71,6.04,1.16
198511,6.92,0.61,7.15,6.84,5.66,8.53,7.08,7.47
198512,4.31,0.65,4.21,4.62,3.9,5.42,4.23,4.36
198601,0.98,0.56,1.99,0.97,1.98,1.39,3.45,0.48
198602,7.25,0.53,7.31,7.71,7.1,7.57,8.67,5.91
198603,5.39,0.6,4.83,5.48,4.9,5.14,6.12,3.66
198604,-0.79,0.52,1.26,-1.45,-1.41,1.41,0.17,0.67
198605,5.08,0.49,3.87,5.36,4.07,4.31,6.15,4.12
198606,1.42,0.52,0.67,1.9,2.18,0.65,3.31,-1.85
198607,-5.97,0.52,-8.56,-4.95,-4.29,-8.97,-6.95,-8.75
198608,6.62,0.46,3.63,7.56,7.03,3.69,3.59,8.61
198609,-7.9,0.45,-5.84,-8.31,-5.92,-9.27,-9.56,-3.7
198610,4.93,0.46,3.21,5.48,3.73,5.21,5.57,2.86
198611,1.51,0.39,-0.14,1.96,0.89,0.98,0.23,0.54
198612,-2.64,0.49,-2.52,-2.76,-2.43,-2.73,-3.03,-3.4
198701,12.85,0.42,11.07,12.75,10.23,13.37,13.34,11.26
198702,4.79,0.43,7.14,3.64,2.51,8.47,5.44,7.6
198703,2.37,0.47,2.54,2.12,3.07,1.34,3.02,1.42
198704,-1.7,0.44,-3.14,-1.43,-2.58,-2.29,-1.33,-1.59
198705,0.51,0.38,0.12,0.59,0.66,0.56,0.02,0.71
198706,4.37,0.48,2.79,4.85,4.03,3.21,3.49,3.7
198707,4.42,0.46,3.75,4.22,4.69,3.9,5.16,2.46
198708,3.71,0.47,3.3,3.95,2.79,3.98,3.43,4.32
198709,-2.08,0.45,-1.8,-2.29,-2.14,-2.2,-1.42,-2.03
198710,-22.54,0.6,-29.32,-20.92,-23.66,-27.77,-27.91,-19.99
